date,tas,pre,etp,qmmobs,snt,rt,mt,spt,Wi,Yi,Swi,eti,Rgi,Roi,Sgi,Qgi,Qbi,Qmmsim
1997-02-01,6.1931,20.164,27.4145,48.0359614739024,0,20.164,1.7129544587524724e-110,8.531546337130949e-112,453.3687380364197,406.46448275783166,383.1497220274424,23.314760730389253,15.656291544867393,31.247963733720646,132.51656999074532,16.85280171368119,16.85280171368119,48.100765447401834
1997-03-01,8.3031,15.0227,51.4807,34.2524033972557,0,15.0227,8.292712306238422e-112,2.3883403089252685e-113,398.1724220274424,373.1302982598566,333.9532158757328,39.17708238412382,8.358874653894272,16.68324911369152,124.98098175822697,15.894462886412642,15.894462886412642,32.577712000104164
1997-04-01,10.2902,53.4302,67.1847,26.8347011449786,0,53.4302,2.3476580778685258e-113,4.068223105674274e-115,387.3834158757328,365.2878327327583,316.0565157442299,49.23131698852842,7.375341309345686,14.72024183362879,117.42304161397178,14.933281453600888,14.933281453600888,29.653523287229678
1997-05-01,12.5797,95.2259,72.7121,24.1518465052776,0,95.2259,4.0291283292306185e-115,3.9094776443655254e-117,411.28241574422987,382.1325970699469,326.7165747247203,55.416022345226565,9.72999266130407,19.419826012978913,112.80682092857656,14.346213346699296,14.346213346699296,33.76603935967821
1997-06-01,15.5988,65.3956,84.9421,22.0001466153041,0,65.3956,3.8918165365280976e-117,1.7661107837427758e-119,392.1121747247203,368.7705353898973,307.09209717944606,61.67843821045125,7.791265598197441,15.550373736625573,106.99144403980652,13.60664248696749,13.60664248696749,29.15701622359306
1997-07-01,19.1229,54.3229,101.5396,17.125586223831,0,54.3229,1.7628050388264435e-119,3.305744916332222e-122,361.41499717944606,345.0511799245112,277.2453340337889,67.80584589072231,5.462120487970879,10.901696766963994,99.76583876875473,12.687725759022676,12.687725759022676,23.58942252598667
1997-08-01,20.4288,51.1793,92.2036,17.7472157687032,0,51.1793,3.301280900460447e-122,4.464015871774848e-125,328.4246340337889,317.21548058534574,260.05882409082614,57.15665649451961,3.7415320490142214,7.467621399428925,91.82901148351304,11.678359334255916,11.678359334255916,19.14598073368484
1997-09-01,18.4845,41.6175,67.1829,16.9378664107755,0,41.6175,4.454214321186246e-125,9.80155058860159e-128,301.67632409082614,293.42260502368305,253.87783977540985,39.544765248273194,2.755030034633421,5.498689032509674,83.91246890058103,10.671572617565436,10.671572617565436,16.170261650075112
1997-10-01,13.0493,25.8276,39.1187,17.4450176434237,0,25.8276,9.717793909025481e-128,8.375667957610818e-130,279.70543977540984,273.3001435033389,251.2078190298992,22.092324473439703,2.138040253942041,4.2672560181288866,76.34174388628496,9.708765268238116,9.708765268238116,13.976021286367002
1997-11-01,6.2084,174.552,14.2766,45.2687867870257,0,174.552,7.979817595049409e-130,3.958503625614095e-131,425.7598190298992,391.3275704043032,379.4727663441658,11.854804060137383,11.493228489095811,22.939020136500194,77.9248726268318,9.910099748548985,9.910099748548985,32.84911988504918
1997-12-01,3.5659,143.984,10.4354,81.0512605293827,0,143.984,3.5962889291696227e-131,3.6221469644447215e-132,523.4567663441658,431.14767877374413,421.56132196970907,9.586356804035063,30.812086849249333,61.497000721172306,96.46856471691194,12.2683947591692,12.2683947591692,73.76539548034151
1998-01-01,3.8806,42.4368,13.773,48.6188161065697,0,42.4368,3.315787804988996e-132,3.0635915945572567e-133,463.9981219697091,411.4210822794228,399.39072083127365,12.030361448149165,17.549824788135208,35.02721490215105,101.154110248091,12.864279256956157,12.864279256956157,47.89149415910721
1998-02-01,5.991,43.669,26.0638,34.8001759664995,0,43.669,2.9107125991810566e-133,1.5287899537620003e-134,443.05972083127364,401.19332693115604,379.28317543854644,21.9101514926096,13.97469088762453,27.89170301249307,102.1392381822513,12.989562953464235,12.989562953464235,40.881265965957304
1998-03-01,7.7407,33.936,46.0762,30.2425850954315,0,33.936,1.479531380156122e-134,4.925857360587842e-136,413.2191754385464,383.409713371979,347.1727885887595,36.236924783219536,9.950176719315637,19.859285347251753,99.44277481743605,12.646640084130908,12.646640084130908,32.505925431382664
1998-04-01,6.4563,116.216,45.8345,36.1942263814852,0,116.216,4.7070427223352005e-136,2.188146382526412e-137,463.3887885887595,411.1499324322775,372.4851550946538,38.66477733762372,17.43694163991197,34.80191451657,103.69260411075045,13.187112346597582,13.187112346597582,47.98902686316758
1998-05-01,11.1937,150.1063,62.4979,58.9101701855878,0,150.1063,2.1584103768758267e-137,2.97360056505851e-139,522.5914550946538,430.9421263502305,376.64684200510993,54.29528434512059,30.591864260322637,61.05746448410068,119.13364131154064,15.150827059532466,15.150827059532466,76.20829154363314
1998-06-01,17.437,24.2717,100.5813,43.0346132742672,0,24.2717,2.9651167822125575e-139,8.483782845952656e-142,400.91854200510994,375.06585235164096,301.984754161122,73.08109819051896,8.629435517729249,17.223254135739737,113.34803460498978,14.415042224280125,14.415042224280125,31.63829636001986
1998-07-01,20.7545,10.6655,112.9597,28.942702324372,0,10.6655,8.47322242248831e-142,1.0560423464345882e-144,312.650254161122,303.2908731966481,237.76794709460614,65.52292610204194,3.1240917522077982,6.23528921226613,103.331000915813,13.141125441384595,13.141125441384595,19.376414653650727
1998-08-01,21.0661,48.0468,100.4149,26.3115475676109,0,48.0468,1.054826329834092e-144,1.216016600496245e-147,285.81474709460616,278.9391912767028,224.66878889694112,54.27040237976166,2.2950093926178394,4.580546425285536,93.70861260351381,11.917397704917022,11.917397704917022,16.49794413020256
1998-09-01,16.7143,41.8121,58.0268,23.628077453113,0,41.8121,1.21186019993505e-147,4.1564005611950515e-150,266.4808888969411,260.993419030212,230.31855483905122,30.674864191160793,1.8316766265001374,3.6557932402289626,84.76082666892547,10.779462561088488,10.779462561088488,14.435255801317451
1998-10-01,10.5757,36.5226,36.9407,15.3222450689046,0,36.5226,4.0904791835725247e-150,6.592137762252677e-152,266.8411548390512,261.33036469784395,241.33555435732825,19.9948103405157,1.8394607606680964,3.6713293805391842,76.82949268268439,9.7707947469092,9.7707947469092,13.442124127448384
1998-11-01,5.3445,38.6145,18.6664,15.0815944233155,0,38.6145,6.205467845273109e-152,3.8666991697956775e-153,279.95005435732827,273.52652107857995,262.74332888306475,10.783192195515198,2.144127631126715,4.279405647621608,70.06331461610856,8.910305697702563,8.910305697702563,13.18971134532417
1998-12-01,3.3079,44.7906,12.8869,15.4274912591751,0,44.7906,3.489310270783639e-153,3.7738889901203834e-154,307.53392888306473,298.70694695041436,290.52663279662744,8.180314153786924,2.946380915292754,5.880601017357615,64.77227772662066,8.237417804780648,8.237417804780648,14.118018822138264
1999-01-01,3.1965,37.4727,15.8427,15.567819512869,0,37.4727,3.395155507166872e-154,3.787334829535116e-155,327.9993327966274,316.8445487976861,306.2110600407399,10.633488756946235,3.7233839311626737,7.431400067778624,60.76754583996866,7.728115817814672,7.728115817814672,15.159515885593295
1999-02-01,4.1182,42.0096,24.2579,16.0878957162522,0,42.0096,3.485478820295211e-155,3.018560092399047e-156,348.22066004073986,334.1599486296271,317.1423265452609,17.017622084366167,4.693360887474094,9.367350523638683,58.07519124583524,7.385715481607525,7.385715481607525,16.753066005246207
1999-03-01,6.0258,79.0045,39.1452,20.468845320609,0,79.0045,2.869233146538234e-156,1.4932694586081287e-157,396.1468265452609,371.68639818231486,341.62147493868,30.064923243634837,8.164709054392542,16.29571930855352,58.7662938134659,7.4736064867618905,7.4736064867618905,23.76932579531541
1999-04-01,8.7546,63.5136,61.4729,20.6196366458503,0,63.5136,1.4559287431575896e-157,3.734071545053913e-159,405.13507493868,377.9872624726311,331.0943161277644,46.89294634486669,9.061737879630664,18.086074586418285,60.175242130487966,7.652789562608602,7.652789562608602,25.738864149026888
1999-05-01,13.7077,68.7767,80.3732,19.4040739219665,0,68.7767,3.7070059215761847e-159,2.70656234777281e-161,399.8710161277644,374.3305376618645,314.8061399735948,59.524397688269744,8.525221745500723,17.015256720399144,60.94924097045883,7.751222905529862,7.751222905529862,24.766479625929005
1999-06-01,16.9077,84.6102,97.1804,16.9840270205432,0,84.6102,2.69774787180263e-161,8.814475970180144e-164,399.4163399735948,374.0102141897606,303.349628505483,70.66058568427758,8.480375819523196,16.92574996431103,61.59612621914526,7.8334905708367675,7.8334905708367675,24.759240535147796
